Released,Members,Quest item,Tradeable,Equipable,Stackable,Options,Destory,Examine,Value,High alch,Low alch,Weight,Price,Buy limit,Daily volume,Combat,Skilling,Food,Untradeable,Quest
29 March 2004 (Update),Yes,No,No,No,No,Eat,Drop,This dish is just missing those little finishing touches.,1,0 ,0 ,,0,0,0,0,0,0,0,0
7 August 2006 (Update),Yes,No,No,No,No,0,Drop,This unfinished veg ball needs garnishing with equa leaves.,1,0 ,0 ,0.275 kg,0,0,0,0,0,0,0,0
29 March 2004 (Update),Yes,No,No,No,No,Eat,Drop,This dish is just missing those little finishing touches.,1,0 ,0 ,,0,0,0,0,0,0,0,0
7 August 2006 (Update),Yes,No,No,No,No,0,Drop,This unfinished worm hole needs garnishing with equa leaves.,1,0 ,0 ,0.275 kg,0,0,0,0,0,0,0,0
29 March 2004 (Update),Yes,No,No,No,No,Eat,Drop,This dish is just missing those little finishing touches.,1,0 ,0 ,,0,0,0,0,0,0,0,0
29 March 2004 (Update),Yes,No,No,No,No,Drink,Drop,This cocktail is just missing those little finishing touches.,2 ,1,0 ,,0,0,0,0,0,0,0,0
29 March 2004 (Update),Yes,No,No,No,No,Drink,Drop,This cocktail is just missing those little finishing touches.,2 ,1,0 ,,0,0,0,0,0,0,0,0
29 March 2004 (Update),Yes,No,No,No,No,Drink,Drop,This cocktail is just missing those little finishing touches.,2 ,1,0 ,,0,0,0,0,0,0,0,0
29 March 2004 (Update),Yes,No,No,No,No,Drink,Drop,This cocktail is just missing those little finishing touches.,2 ,1,0 ,,0,0,0,0,0,0,0,0
29 March 2004 (Update),Yes,No,No,No,No,Drink,Drop,This cocktail is just missing those little finishing touches.,2 ,1,0 ,,0,0,0,0,0,0,0,0
29 March 2004 (Update),Yes,No,No,No,No,Drink,Drop,This cocktail is just missing those little finishing touches.,2 ,1,0 ,,0,0,0,0,0,0,0,0
29 March 2004 (Update),Yes,No,No,No,No,Drink,Drop,This cocktail is just missing those little finishing touches.,2 ,1,0 ,,0,0,0,0,0,0,0,0
7 August 2006 (Update),Yes,No,No,No,No,0,Drop,This choc chip crunchy needs garnishing with chocolate dust.,2 ,1,0 ,0.35 kg,0,0,0,0,0,0,0,0
29 March 2004 (Update),Yes,No,No,No,No,Eat,Drop,These crunchies are just missing those little finishing touches.,1,0 ,0 ,,0,0,0,0,0,0,0,0
7 August 2006 (Update),Yes,No,No,No,No,0,Drop,This spicy crunchy needs garnishing with spice.,1,0 ,0 ,0.35 kg,0,0,0,0,0,0,0,0
29 March 2004 (Update),Yes,No,No,No,No,Eat,Drop,These crunchies are just missing those little finishing touches.,1,0 ,0 ,,0,0,0,0,0,0,0,0
7 August 2006 (Update),Yes,No,No,No,No,0,Drop,This toad crunchy needs garnishing with equa leaves.,1,0 ,0 ,0.35 kg,0,0,0,0,0,0,0,0
29 March 2004 (Update),Yes,No,No,No,No,Eat,Drop,These crunchies are just missing those little finishing touches.,1,0 ,0 ,,0,0,0,0,0,0,0,0
7 August 2006 (Update),Yes,No,No,No,No,0,Drop,This worm crunchy needs garnishing with gnome spices.,2 ,1,0 ,0.35 kg,0,0,0,0,0,0,0,0
29 March 2004 (Update),Yes,No,No,No,No,0,Drop,These crunchies are just missing those little finishing touches.,1,0 ,0 ,,0,0,0,0,0,0,0,0
24 May 2018 (Update),Yes,A Taste of Hope,No,No,No,0,You'll need to make the potion again.,An unfinished potion.,100 ,60 ,40 ,0.02 kg,0,0,0,0,0,0,0,0
28 April 2021 (Update),Yes,Dragon Slayer II,No,No,No,Read,Drop,A compilation of old notes found on Ungael written in a strange text.,1,0 ,0 ,0.51 kg,0,0,0,0,0,0,0,0
17 November 2004 (Update),Yes,Horror from the Deep,No,Yes,No,Wield Preach,Drop,The unholy book of Zamorak.,200 ,120 ,80 ,1 kg,0,0,0,0,0,0,0,0
16 March 2022 (Update),Yes,No,No,Yes,No,Wield Preach Dismantle,Drop,The unholy book of Zamorak plucked from the shattered abyss.,200 ,120 ,80 ,1 kg,0,0,0,0,0,0,0,0
17 March 2003 (Update),Yes,No,No,No,No,0,Drop,Used to make unholy symbols.,200 ,120 ,80 ,0.453 kg,0,0,0,0,0,0,0,0
26 April 2005 (Update),Yes,Icthlarin's Little Helper,No,No,No,0,Drop,A sign of the Devourer.,50 ,0,0,2.267 kg,0,0,0,0,0,0,0,0
10 April 2006 (Update),Yes,Rag and Bone Man I,No,No,No,0,Drop,This needs a good polish.,1,0 ,0 ,0.003 kg,0,0,0,0,0,0,0,0
17 February 2021 (Update),No,No,No,No,No,Wear,Drop,This horn has restorative properties.,20 ,0,0,0.007 kg,0,0,0,0,0,0,0,0
3 March 2003 (Update),Yes,Underground Pass,No,No,No,0,Drop,A withered unicorn horn.,20 ,12 ,8 ,0.007 kg,0,0,0,0,0,0,0,0
17 February 2021 (Update),No,2021 Birthday event,No,No,No,Talk-to,Release - You will have to recover it from unicorn again.,A monkey trapped in a crate.,0 ,0,0,1.5 kg,0,0,0,0,0,0,0,0
19 January 2022 (Update),Yes,No,No,Yes,No,Break,,Breaking this will give you a power related to Combat skills.,1,0,0,0.02 kg,0,0,0,0,0,0,0,0
19 January 2022 (Update),Yes,No,No,Yes,No,Break,,Breaking this will give you a power related to Harvesting skills.,1,0,0,0.02 kg,0,0,0,0,0,0,0,0
19 January 2022 (Update),Yes,No,No,Yes,No,Break,,Breaking this will give you a power related to Clues & Minigames.,1,0,0,0.02 kg,0,0,0,0,0,0,0,0
19 January 2022 (Update),Yes,No,No,Yes,No,Break,,Breaking this will give you a power related to Production skills.,1,0,0,0.02 kg,0,0,0,0,0,0,0,0
19 January 2022 (Update),Yes,No,No,Yes,No,Break,,Breaking this will give you a power related to Support skills.,1,0,0,0.02 kg,0,0,0,0,0,0,0,0
7 September 2017 (Update),Yes,No,No,No,No,0,Drop,A large paleontological find ready for cleaning.,300 ,180 ,120 ,0.566 kg,0,0,0,0,0,0,0,0
7 September 2017 (Update),Yes,No,No,No,No,0,Drop,A medium-sized paleontological find ready for cleaning.,200 ,120 ,80 ,0.283 kg,0,0,0,0,0,0,0,0
22 June 2017 (Update),Yes,No,No,No,Yes,0,Drop,I wonder if someone can identify these.,50 ,30 ,20 ,0 kg,0,0,0,0,0,0,0,0
7 September 2017 (Update),Yes,No,No,No,No,0,Drop,An unusual paleontological find ready for cleaning.,1250 ,750 ,500 ,0.283 kg,0,0,0,0,0,0,0,0
7 September 2017 (Update),Yes,No,No,No,No,0,Drop,A small paleontological find ready for cleaning.,100 ,60 ,40 ,0.141 kg,0,0,0,0,0,0,0,0
10 January 2019 (Update),Yes,The Forsaken Tower,No,No,No,0,You can reobtain it from a table in The Forsaken Tower.,An unidentified fluid. The vial has the number 1 labeled on it.,30 ,0,0,0.02 kg,0,0,0,0,0,0,0,0
9 June 2003 (Update),Yes,Murder Mystery,No,No,No,0,Drop,An unidentified fingerprint taken from the murder weapon.,1,0 ,0 ,0.01 kg,0,0,0,0,0,0,0,0
2 April 2020 (Update),No,No,No,No,No,0,You'll need to make another.,You'll need to slap some paint on this.,1,0,0,0.085 kg,0,0,0,0,0,0,0,0
14 December 2016 (Update),No,No,No,No,No,0,You can get another from the Christmas Factory.,This needs painting.,1,0,0,0 kg,0,0,0,0,0,0,0,0
31 October 2005 (Update),Yes,Rum Deal,No,No,No,0,Drop,Sorry I mean a bucket of 'rum'.,1,0,0,0.007 kg,0,0,0,0,0,0,0,0
26 September 2019 (Update),Yes,The Fremennik Exiles,No,No,No,Read,You can find another near Freygerd and Reeso�s house.,A letter which has had its seal opened.,100 ,60 ,40 ,0.005 kg,0,0,0,0,0,0,0,0
1 October 2015 (Update),Yes,No,No,No,No,0,Drop,Doesn't seem to have survived the death of its Sire.,140000 ,0,0,1.4 kg,0,0,0,0,0,0,0,0
9 July 2003 (Update),Yes,The Dig Site,No,No,No,0,Drop,A letter waiting to be stamped.,1,0 ,0 ,0.02 kg,0,0,0,0,0,0,0,0
2 November 2004 (Update),Yes,The Fremennik Trials,No,No,No,0,Drop,It's almost a musical instrument.,1,0 ,0 ,1.814 kg,0,0,0,0,0,0,0,0
7 May 2003 (Update),Yes,Watchtower,No,No,No,0,Drop,Looks kind of useless.,1,0 ,0 ,3.628 kg,0,0,0,0,0,0,0,0
2 November 2004 (Update),Yes,The Fremennik Trials,No,No,No,0,Drop,An extremely odd non-edible fish.,1,0 ,0 ,0.4 kg,0,0,0,0,0,0,0,0
27 March 2007 (Update),Yes,What Lies Below,No,No,No,Read,You will need to ask Rat for another empty folder if you destroy this one.,A folder for Rat's papers. It needs more pages.,10 ,0,0,0.001 kg,0,0,0,0,0,0,0,0
18 January 2018 (Update),No,No,No,No,No,Elite Master Assessment,Drop,Surprisingly this one's actually useful!,1,0 ,0 ,,0,0,0,0,0,0,0,0
24 May 2018 (Update),Yes,No,No,No,No,0,Safalaan gave you this key as a reward for helping out in Meiyerditch you can get another key from him.,A useless key.,1,0 ,0 ,0.055 kg,0,0,0,0,0,0,0,0
26 September 2019 (Update),Yes,The Fremennik Exiles,No,No,No,0,You'll have to create another using Lunar Bars.,A sigil of V needing to be enchanted by a powerful spirit before able to be adorned on his mighty shield.,100 ,0,0,0.005 kg,0,0,0,0,0,0,0,0
26 September 2019 (Update),Yes,The Fremennik Exiles,No,No,No,0,You'll have to create another and then enchant it again.,An enchanted sigil of V ready to be adorned on his mighty shield.,100 ,0,0,0.005 kg,0,0,0,0,0,0,0,0
26 September 2019 (Update),Yes,The Fremennik Exiles,No,Yes,No,Wield,Drop,A recreation of V's mighty shield.,50000 ,30000 ,20000 ,2.267 kg,0,0,0,0,0,0,0,0
19 February 2007 (Update),Yes,Tower of Life,No,No,No,0,Drop,A wheel used to control valves.,1,0 ,0 ,0.32 kg,0,0,0,0,0,0,0,0
21 July 2021 (Update),Yes,No,No,Yes,No,Wear Check Disassemble,Drop,You really don't want to wear it inside-out.,40000 ,24000 ,16000 ,2.267 kg,0,0,0,0,0,0,0,0
21 July 2021 (Update),Yes,No,No,Yes,No,Wear Check Disassemble,Drop,You don't want to wear it inside-out.,90000 ,54000 ,36000 ,2.267 kg,0,0,0,0,0,0,0,0
8 March 2018 (Update),Yes,No,No,Yes,No,0,Drop,A pair of Sanguis Vambraces.,,0,0,0.25 kg,0,0,0,0,0,0,0,0
5 January 2017 (Update),Yes,No,No,No,No,Read,Drop,The Judgement of the Vanguard.,1,0 ,0 ,0.11 kg,0,0,0,0,0,0,0,0
15 March 2006 (Update),Yes,Recipe for Disaster,No,No,No,0,Drop,Surprise it looks like a vanilla pod.,1,0 ,0 ,0.003 kg,0,0,0,0,0,0,0,0
9 November 2017 (Update),Yes,The Depths of Despair,No,No,No,Read,Drop,The Envoy to Varlamore by Deryk Paulson.,1,0,0,0.51 kg,0,0,0,0,0,0,0,0
11 April 2005 (Update),Yes,The Golem,No,No,No,Read,Drop,An archaeologist's notes.,2 ,1,0 ,1 kg,0,0,0,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,Varrock smithing armour.,0 ,0 ,0 ,1 kg,0,0,0,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,Varrock smithing armour.,0 ,0 ,0 ,1 kg,0,0,0,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,Varrock smithing armour.,0 ,0 ,0 ,1 kg,0,0,0,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,Varrock smithing armour.,0 ,0 ,0 ,1 kg,0,0,0,0,0,0,0,0
4 January 2018 (Update),Yes,Dragon Slayer II,No,No,No,Read,Drop,This book contains records of censuses that were carried out in Avarrocka and later Varrock.,1,0 ,0 ,0.51 kg,0,0,0,0,0,0,0,0
2 November 2004 (Update),Yes,The Fremennik Trials,No,No,No,Shake,Drop,An unusually shaped vase. You can see something glinting inside.,1,0,0,0.001 kg,0,0,0,0,0,0,0,0
9 July 2003 (Update),Yes,No,No,No,No,0,Drop,A vessel for holding plants.,1,0 ,0 ,0.5 kg,0,0,0,0,0,0,0,0
2 November 2004 (Update),Yes,The Fremennik Trials,No,No,No,0,Drop,This looks like a lid to some kind of container...,1,0,0,0.001 kg,0,0,0,0,0,0,0,0
2 November 2004 (Update),Yes,The Fremennik Trials,No,No,No,Shake,Drop,An unusually shaped vase full of water. You can see something glinting inside.,1,0,0,0.001 kg,0,0,0,0,0,0,0,0
13 April 2022 (Update),No,No,No,No,No,0 (?),There might be another one in the junk pile.,A vat rinsed and rinsed and rinsed with a magical cleaning potion. It smells like a flower.,1,0,0,10 kg,0,0,0,0,0,0,0,0
13 April 2022 (Update),No,No,No,No,No,0 (?),There might be another one in the junk pile.,A vat previously used to hold an unspecified tanning solution. It smells rank.,1,0,0,10 kg,0,0,0,0,0,0,0,0
11 December 2017 (Update),No,No,No,No,No,0,Drop,The key to Santa's vault.,1,0,0,0 kg,0,0,0,0,0,0,0,0
19 March 2015 (Update),Yes,No,No,No,No,0,Drop,Vacuum proof.,1,0,0,0.015 kg,0,0,0,0,0,0,0,0
26 September 2019 (Update),Yes,The Fremennik Exiles,No,No,No,Investigate,You can find another near Freygerd and Reeso�s house.,A gland filled with venom.,100 ,60 ,40 ,0.005 kg,0,0,0,0,0,0,0,0
9 May 2005 (Update),Yes,No,Yes,Yes,No,Wear Check,Drop (If you drop this item it will break. Are you sure you want to drop it?),Verac the Defiled's brassard.,280000 ,168000 ,112000 ,4.989 kg,222358  (info),15,307,0,0,0,0,0
9 May 2005 (Update),Yes,No,Yes,Yes,No,Wield Check,Drop (If you drop this item it will break. Are you sure you want to drop it?),Verac the Defiled's flail.,160000 ,96000 ,64000 ,2.267 kg,143075  (info),15,269,0,0,0,0,0
9 May 2005 (Update),Yes,No,Yes,Yes,No,Wear Check,Drop (If you drop this item it will break. Are you sure you want to drop it?),Verac the Defiled's helm.,103000 ,61800 ,41200 ,1.36 kg,130262  (info),15,877,0,0,0,0,0
11 July 2019 (Update),No,No,No,Yes,No,Wear,Drop,Verac the Defiled's helm.,500 ,300 ,200 ,1.36 kg,0,0,0,0,0,0,0,0
9 May 2005 (Update),Yes,No,Yes,Yes,No,Wear Check,Drop (If you drop this item it will break. Are you sure you want to drop it?),Verac the Defiled's plate skirt.,275000 ,165000 ,110000 ,4.535 kg,359221  (info),15,1007,0,0,0,0,0
11 July 2019 (Update),No,No,No,Yes,No,Wear,Drop,Verac the Defiled's plate skirt.,500 ,0,0,4.535 kg,0,0,0,0,0,0,0,0
7 June 2018 (Update),Yes,No,No,No,No,Read,Drop,Medical notes by Vulcan Orvoros on Verzik Vitur.,50 ,30 ,20 ,0.51 kg,0,0,0,0,0,0,0,0
23 April 2020 (Update),Yes,No,No,Yes,No,Wield,Drop,Blighted so it can fight only in the Wilderness on Target worlds.,800000 ,480000 ,320000 ,1.814 kg,0,0,0,0,0,0,0,0
11 July 2019 (Update),No,No,No,Yes,No,Wield,Drop,A powerful longsword.,300 ,0,0,1.814 kg,0,0,0,0,0,0,0,0
19 March 2015 (Update),Yes,No,No,No,No,0,Drop,Only the true lord & king of the lands can lift his burden.,1,0,0,0.015 kg,0,0,0,0,0,0,0,0
25 July 2019 (Update),Yes,No,No,No,No,0,Drop,An empty vial shaped by crystals deep within the Gauntlet.,1,0,0,0.015 kg,0,0,0,0,0,0,0,0
7 May 2003 (Update),Yes,Watchtower,No,No,No,0,This item will likely break if you put it down here and you will have to go looking for another.,A mixture of jangerberries and a guam leaf in a vial.,1,0 ,0 ,0.025 kg,0,0,0,0,0,0,0,0
7 May 2003 (Update),Yes,Watchtower,No,No,No,0,This item will likely break if you put it down here and you will have to go looking for another.,An infusion of water and jangerberries.,1,0 ,0 ,0.015 kg,0,0,0,0,0,0,0,0
25 July 2019 (Update),Yes,No,No,No,No,0,Drop,An empty vial shaped by crystals deep within the Gauntlet.,1,0,0,0.015 kg,0,0,0,0,0,0,0,0
24 May 2018 (Update),Yes,A Taste of Hope,No,No,No,0,You can get another by bringing an empty vial to Safalaan.,A glass vial containing some blood. Yuck.,100 ,0,0,0.02 kg,0,0,0,0,0,0,0,0
27 June 2005 (Update),Yes,Recruitment Drive,No,No,No,0,Drop,A vial of something labelled 'Dihydrogen Monoxide'.,1,0 ,0 ,0.056 kg,0,0,0,0,0,0,0,0
15 December 2015 (Update),No,No,No,No,No,0,You will have to collect another from Anti-Santa.,A vial of pure sorrow.,1,0,0,0 kg,0,0,0,0,0,0,0,0
15 December 2015 (Update),No,No,No,No,No,0,You will have to take another empty vial and re-collect any lost tears.,I need to fill this vial with tears.,1,0,0,0 kg,0,0,0,0,0,0,0,0
24 July 2006 (Update),Yes,Lunar Diplomacy,No,No,No,0,You'll have to get an empty one from Baba Yaga.,A vessel containing water.,1,0 ,0 ,0.5 kg,0,0,0,0,0,0,0,0
29 August 2019 (Update),No,No,No,Yes,No,Wear,Drop,Shows your prowess in Last Man Standing.,4 ,2 ,1,0.453 kg,0,0,0,0,0,0,0,0
29 August 2019 (Update),No,No,No,Yes,No,Wear,Drop,Shows your prowess in Last Man Standing.,4 ,2 ,1,0.453 kg,0,0,0,0,0,0,0,0
29 August 2019 (Update),No,No,No,Yes,No,Wear,Drop,Shows your prowess in Last Man Standing.,4 ,2 ,1,0.453 kg,0,0,0,0,0,0,0,0
13 February 2020 (Update),No,No,No,Yes,No,Wear,Drop,Shows your prowess in Last Man Standing.,4 ,2 ,1,0.453 kg,0,0,0,0,0,0,0,0
29 August 2019 (Update),No,No,No,Yes,No,Wear,Drop,Shows your prowess in Last Man Standing.,4 ,2 ,1,0.453 kg,0,0,0,0,0,0,0,0
29 August 2019 (Update),No,No,No,Yes,No,Wear,Drop,Shows your prowess in Last Man Standing.,4 ,2 ,1,0.453 kg,0,0,0,0,0,0,0,0
26 July 2018 (Update),Yes,No,Yes,Yes,No,Wield,Drop,An ancient chainmace with a peculiar mechanism that allows for varying attack styles.,120000 ,72000 ,48000 ,2 kg,7347453  (info),8,1197,0,0,0,0,0
30 August 2005 (Update),Yes,Garden of Tranquillity,No,No,Yes,0,You can get some more Burthorpe vine seeds from Berald in Taverley.,A grapevine seed.,1,0 ,0 ,0 kg,0,0,0,0,0,0,0,0
20 October 2021 (Update),Yes,No,No,Yes,No,Wear,Drop,An ancient mage's mask.,200000 ,120000 ,80000 ,1.206 kg,0,0,0,0,0,0,0,0
20 October 2021 (Update),Yes,No,No,Yes,No,Wear,Drop,An ancient mage's robe legs.,400000 ,240000 ,160000 ,3.79 kg,0,0,0,0,0,0,0,0
20 October 2021 (Update),Yes,No,No,Yes,No,Wear,Drop,An ancient mage's robe top.,600000 ,360000 ,240000 ,2.895 kg,0,0,0,0,0,0,0,0
23 October 2014 (Update),No,No,No,No,No,0,You'll have to find another from the Reaper's house.,A 'voice of doom' potion used to deepen your voice.,1,0,0,0 kg,0,0,0,0,0,0,0,0
6 June 2006 (Update),Yes,No,No,Yes,No,Wear,Drop,Gloves as used by the order of the Void Knights.,6052 ,3631 ,2420 ,0.453 kg,0,0,0,0,0,0,0,0
16 March 2022 (Update),Yes,No,No,Yes,No,Wear Dismantle,Drop,Void knight gloves plucked from the shattered abyss.,6052 ,3631 ,2420 ,0.453 kg,0,0,0,0,0,0,0,0
6 June 2006 (Update),Yes,No,No,Yes,No,Wield,Drop,A mace used by the order of the Void Knights.,12000 ,7200 ,4800 ,1.814 kg,0,0,0,0,0,0,0,0
6 June 2006 (Update),Yes,No,No,Yes,No,Wear,Drop,Leg armour from the order of the Void Knights.,45000 ,27000 ,18000 ,8.164 kg,0,0,0,0,0,0,0,0
16 March 2022 (Update),Yes,No,No,Yes,No,Wear Dismantle,Drop,Void knight robes plucked from the shattered abyss.,45000 ,27000 ,18000 ,8.164 kg,0,0,0,0,0,0,0,0
6 June 2006 (Update),Yes,No,No,Yes,No,Wear,Drop,Torso armour from the order of the Void Knights.,48000 ,28800 ,19200 ,6.803 kg,0,0,0,0,0,0,0,0
16 March 2022 (Update),Yes,No,No,Yes,No,Wear Dismantle,Drop,A void knight top plucked from the shattered abyss.,48000 ,28800 ,19200 ,6.803 kg,0,0,0,0,0,0,0,0
17 July 2007 (Update),Yes,No,No,Yes,No,Wear,Drop,A mage helm from the order of the Void Knights.,9851 ,5910 ,3940 ,0.453 kg,0,0,0,0,0,0,0,0
16 March 2022 (Update),Yes,No,No,Yes,No,Wear Dismantle,Drop,A mage helm plucked from the shattered abyss.,9851 ,5910 ,3940 ,0.453 kg,0,0,0,0,0,0,0,0
17 July 2007 (Update),Yes,No,No,Yes,No,Wear,Drop,A melee helm from the order of the Void Knights.,9851 ,5910 ,3940 ,0.453 kg,0,0,0,0,0,0,0,0
16 March 2022 (Update),Yes,No,No,Yes,No,Wear Dismantle,Drop,A melee helm plucked from the shattered abyss.,9851 ,5910 ,3940 ,0.453 kg,0,0,0,0,0,0,0,0
17 July 2007 (Update),Yes,No,No,Yes,No,Wear,Drop,A ranger helm from the order of the Void Knights.,9851 ,5910 ,3940 ,0.453 kg,0,0,0,0,0,0,0,0
16 March 2022 (Update),Yes,No,No,Yes,No,Wear Dismantle,Drop,A ranger helm plucked from the shattered abyss.,9851 ,5910 ,3940 ,0.453 kg,0,0,0,0,0,0,0,0
17 July 2007 (Update),Yes,No,No,Yes,No,Wear Rub,Drop,A seal storing the power of the Void Knights.,100 ,60 ,40 ,0.005 kg,0,0,0,0,0,0,0,0
30 March 2015 (Update),No,No,No,No,Yes,0,This came from a rock in the Easter Bunny's warren.,Might explode if it hits the ground hard enough.,1,0 ,0 ,0 kg,0,0,0,0,0,0,0,0
6 February 2020 (Update),Yes,No,No,Yes,No,Wield,Drop,An ancient staff corrupted by darkness. A volatile orb has been added to it.,4600000 ,2760000 ,1840000 ,1.6 kg,0,0,0,0,0,0,0,0
28 November 2019 (Update),Yes,No,No,Yes,No,0,Drop,An ancient staff corrupted by darkness. A volatile orb has been added to it.,4600000 ,0,0,1.6 kg,0,0,0,0,0,0,0,0
24 February 2021 (Update),No,No,No,Yes,No,Wield,Drop,An ancient staff corrupted by darkness. A volatile orb has been added to it.,500 ,0,0,1.6 kg,0,0,0,0,0,0,0,0
18 September 2014 (Update),Yes,No,No,Yes,No,Wield,Drop,A weapon from the volcanic abyss.,120001 ,72000 ,48000 ,0.453 kg,0,0,0,0,0,0,0,0
7 September 2017 (Update),Yes,No,No,No,Yes,Break,Drop,A tablet containing an ancient magic spell.,1,0 ,0 ,0 kg,0,0,0,0,0,0,0,0
7 January 2016 (Update),Yes,No,No,No,No,0,Drop,Minerals from an unstable area very rich in sulphur.,10 ,6 ,4 ,0.056 kg,0,0,0,0,0,0,0,0
23 October 2002 (Update),Yes,Jungle Potion,No,No,No,0,Drop,This herb is Volencia Moss.,5 ,3 ,2 ,0.007 kg,0,0,0,0,0,0,0,0
4 January 2018 (Update),Yes,No,No,No,No,Inspect,Drop,Yuck! I could get it stuffed!,50000 ,0,0,10 kg,0,0,0,0,0,0,0,0
4 January 2018 (Update),Yes,Dragon Slayer II,No,No,No,0,Drop,Yuck! I could get it stuffed!,1,0 ,0 ,,0,0,0,0,0,0,0,0
4 January 2018 (Update),Yes,No,No,No,No,Unstuff,Drop,I could mount this on my wall!,50000 ,30000 ,20000 ,10 kg,0,0,0,0,0,0,0,0
4 January 2018 (Update),Yes,No,No,No,No,0,Drop,Three legs on my dragon...,1,0,0,0.015 kg,0,0,0,0,0,0,0,0
10 April 2006 (Update),Yes,Rag and Bone Man II,No,No,No,0,Drop,This needs a good polish.,1,0 ,0 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,Sins of the Father,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,100 ,60 ,40 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,Sins of the Father,No,No,No,Inspect,You can get them back from the chest in the Myreque Hideout.,These need to be scented before they can be used.,100 ,0,0,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 ,3000 ,2000 ,0.907 kg,0,0,0,0,0,0,0,0
23 October 2002 (Update),Yes,Biohazard,No,No,No,0,Drop,It's highly poisonous.,1,0 ,0 ,0.03 kg,0,0,0,0,0,0,0,0
7 January 2016 (Update),Yes,No,No,No,No,Empty,Drop,Used in the farming industry of Hosidius.,48 ,28 ,19 ,3.05 kg,0,0,0,0,0,0,0,0
12 February 2007 (Update),Yes,No,No,No,No,0,Drop,A slightly sq'irky I mean quirky fruit.,1,0 ,0 ,0.01 kg,0,0,0,0,0,0,0,0
12 February 2007 (Update),Yes,No,No,No,No,Drink,Drop,Made from 2 summer sq'irks.,1,0 ,0 ,0.05 kg,0,0,0,0,0,0,0,0
