Released,Members,Quest item,Tradeable,Equipable,Stackable,Options,Destory,Examine,Value,High alch,Low alch,Weight,Price,Buy limit,Daily volume,Combat,Skilling,Food,Untradeable,Quest
6 July 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Pointy rainbows.,1000 coins,600 coins,400 coins,0.1 kg,14580 coins (info),4,29,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,I don't think it's intended for joinery.,980 coins,588 coins,392 coins,1.814 kg,1798 coins (info),125,0,0,0,0,0,0
24 August 2017 (Update),No,No,No,Yes,No,Wear,Drop,A cape worn by fighters in the Wilderness Wars.,1 coin,0 coins,0 coins,0.453 kg,None,None,None,0,0,0,0,0
24 August 2017 (Update),No,No,No,Yes,No,Wear,Drop,A cape worn by fighters in the Wilderness Wars.,1 coin,0 coins,0 coins,0.453 kg,None,None,None,0,0,0,0,0
24 August 2017 (Update),No,No,No,Yes,No,Wear,? (edit),A very powerful amulet worn by Wilderness Wars champions.,1 coin,0 coins,0 coins,0.01 kg,None,None,None,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield,Drop,A razor sharp sword.,0 coins,0 coins,0 coins,1.814 kg,None,None,None,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield,Drop,A razor sharp sword.,0 coins,0 coins,0 coins,1.814 kg,None,None,None,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield Teleport,Drop,A razor sharp sword.,0 coins,0 coins,0 coins,1.814 kg,None,None,None,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield Teleport,Drop,A razor sharp sword.,0 coins,0 coins,0 coins,1.814 kg,None,None,None,0,0,0,0,0
4 April 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A handy little club made out of willow.,600 coins,360 coins,240 coins,1.814 kg,146 coins (info),125,174,0,0,0,0,0
15 August 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A defensive blackjack.,800 coins,480 coins,320 coins,1.814 kg,1089 coins (info),125,0,0,0,0,0,0
15 August 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,An offensive blackjack.,800 coins,480 coins,320 coins,1.814 kg,1914 coins (info),125,6,0,0,0,0,0
5 December 2006 (Update),No,No,Yes,Yes,No,Wield,Drop,A powerful bow made from willow wood.,300 coins,180 coins,120 coins,1.8 kg,5236 coins (info),8,76,0,0,0,0,0
25 March 2002 (Update),No,No,Yes,Yes,No,Wield,Drop,A nice sturdy bow made out of willow.,320 coins,192 coins,128 coins,1.814 kg,150 coins (info),18000,69162,0,0,0,0,0
1 February 2018 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A solid willow shield.,160 coins,96 coins,64 coins,3.175 kg,5 coins (info),125,7657,0,0,0,0,0
25 March 2002 (Update),No,No,Yes,Yes,No,Wield,Drop,A shortbow made out of willow still effective.,200 coins,120 coins,80 coins,1.36 kg,86 coins (info),18000,7376,0,0,0,0,0
11 December 2017 (Update),No,No,No,Yes,No,Wear,You can get a replacement from Diango.,It's a Santa hat++.,160 coins,None,None,0.113 kg,None,None,None,0,0,0,0,0
4 July 2006 (Update),Yes,No,No,Yes,No,Wear,Drop,A stick on a string... pure style.,900 coins,540 coins,360 coins,0.007 kg,None,None,None,0,0,0,0,0
5 May 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Slightly magical boots.,200 coins,120 coins,80 coins,0.283 kg,225769 coins (info),8,504,0,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wear,Drop,A silly pointed hat.,2 coins,1 coin,0 coins,0.453 kg,291 coins (info),125,2990,0,0,0,0,0
11 April 2019 (Update),No,No,Yes,Yes,No,Wear,Drop,A very warm wolf cloak.,1000 coins,600 coins,400 coins,0.453 kg,45086 coins (info),4,150,0,0,0,0,0
11 April 2019 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Howwwallll!,2400 coins,1440 coins,960 coins,2.267 kg,3866 coins (info),4,124,0,0,0,0,0
29 June 2004 (Update),Yes,Priest in Peril,No,Yes,No,Wield,Drop,A silver dagger that can prevent werewolves changing form.,300 coins,180 coins,120 coins,0.453 kg,None,None,None,0,0,0,0,0
21 November 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,These should make me harder to spot in wooded areas.,20 coins,12 coins,8 coins,0.226 kg,4707 coins (info),150,4,0,0,0,0,0
21 November 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,This should make me harder to spot in wooded areas.,20 coins,12 coins,8 coins,0.226 kg,4610 coins (info),150,9,0,0,0,0,0
18 October 2006 (Update),Yes,No,No,Yes,No,Wear,Drop,The cape worn by master woodcutters.,99000 coins,59400 coins,39600 coins,0.453 kg,None,None,None,0,0,0,0,0
18 October 2006 (Update),Yes,No,No,Yes,No,Wear,Drop,Woodcutting skillcape hood.,1 coin,0 coins,0 coins,0.453 kg,None,None,None,0,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wield,Drop,A solid wooden shield.,20 coins,12 coins,8 coins,2.267 kg,104 coins (info),125,4827,0,0,0,0,0
6 July 2016 (Update),No,No,Yes,Yes,No,Wield,Drop,An epic wooden shield with a golden trim.,20 coins,12 coins,8 coins,2.267 kg,107114 coins (info),125,71,0,0,0,0,0
31 May 2006 (Update),Yes,No,No,Yes,No,Wield,Drop,A less-than strong shield.,1 coin,0 coins,0 coins,1.814 kg,None,None,None,0,0,0,0,0
15 March 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,Spoooooon!,35 coins,21 coins,14 coins,0.453 kg,81 coins (info),50,279,0,0,0,0,0
31 May 2006 (Update),Yes,No,No,Yes,No,Wield,Drop,A less-than razor sharp sword.,1 coin,0 coins,0 coins,1.814 kg,None,None,None,0,0,0,0,0
19 December 2005 (Update),No,No,No,Yes,No,Wear,You can obtain another hat from Diango in the Draynor Market.,A woolly tobogganing hat.,1 coin,0 coins,0 coins,0.25 kg,None,None,None,0,0,0,0,0
19 December 2005 (Update),No,No,No,Yes,No,Wear,You can obtain another scarf from Diango in the Draynor Market.,A woolly tobogganing scarf.,1 coin,0 coins,0 coins,0.25 kg,None,None,None,0,0,0,0,0
31 May 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Blue top very tiny.,650 coins,390 coins,260 coins,0.07 kg,1347 coins (info),150,32,0,0,0,0,0
31 May 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Far too small to wear.,500 coins,300 coins,200 coins,0.07 kg,1040 coins (info),150,7,0,0,0,0,0
31 May 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Yellow top too small for me.,625 coins,375 coins,250 coins,0.07 kg,962 coins (info),150,23,0,0,0,0,0
4 January 2018 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A tiara infused with the properties of wrath.,500 coins,300 coins,200 coins,1 kg,49 coins (info),40,2265,0,0,0,0,0
16 March 2022 (Update),Yes,None,No,Yes,Yes,Wear,Drop,A pair of wristbands to protect your hands in combat.,85 coins,None,None,0.25 kg,None,None,None,0,0,0,0,0
16 March 2022 (Update),Yes,None,No,Yes,Yes,Wear,Drop,A pair of imbued wristbands to protect your hands in combat.,85 coins,None,None,0.25 kg,None,None,None,0,0,0,0,0
17 May 2018 (Update),Yes,No,No,Yes,No,Wear,Drop,Awarded for completing 2000 Chambers of Xeric in challenge mode.,400 coins,240 coins,160 coins,0.453 kg,None,None,None,0,0,0,0,0
17 May 2018 (Update),Yes,No,No,Yes,No,Wear,Drop,Awarded for completing 1500 Chambers of Xeric in challenge mode.,400 coins,240 coins,160 coins,0.453 kg,None,None,None,0,0,0,0,0
17 May 2018 (Update),Yes,No,No,Yes,No,Wear,Drop,Awarded for completing 100 Chambers of Xeric in challenge mode.,400 coins,240 coins,160 coins,0.453 kg,None,None,None,0,0,0,0,0
17 May 2018 (Update),Yes,No,No,Yes,No,Wear,Drop,Awarded for completing 1000 Chambers of Xeric in challenge mode.,400 coins,240 coins,160 coins,0.453 kg,None,None,None,0,0,0,0,0
7 January 2016 (Update),Yes,No,No,Yes,No,Wear Check Dismantle,Drop,A dormant relic of the ancient times of Kourend.,350 coins,210 coins,140 coins,0.06 kg,None,None,None,0,0,0,0,0
17 May 2018 (Update),Yes,No,No,Yes,No,Wear,Drop,Awarded for completing 500 Chambers of Xeric in challenge mode.,400 coins,240 coins,160 coins,0.453 kg,None,None,None,0,0,0,0,0
7 January 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The forgotten magicks of Xeric imbue this garment with a little power.,60 coins,36 coins,24 coins,0.2 kg,2353 coins (info),125,435,0,0,0,0,0
7 January 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The forgotten magicks of Xeric imbue this garment with a little power.,70 coins,42 coins,28 coins,0.18 kg,3645 coins (info),125,2404,0,0,0,0,0
7 January 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The forgotten magicks of Xeric imbue this garment with a little power.,80 coins,48 coins,32 coins,0.2 kg,2535 coins (info),125,1267,0,0,0,0,0
6 February 2007 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Leg protection made from smelly yak-hide.,500 coins,300 coins,200 coins,2.721 kg,533 coins (info),70,748,0,0,0,0,0
6 February 2007 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Smelly yak body armour.,500 coins,300 coins,200 coins,2.721 kg,1363 coins (info),70,398,0,0,0,0,0
29 June 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Very stylish!,500 coins,300 coins,200 coins,0.34 kg,1308 coins (info),150,176,0,0,0,0,0
8 December 2001 (Update),No,No,Yes,Yes,No,Wear,Drop,A thick yellow cape.,32 coins,19 coins,12 coins,0.453 kg,229 coins (info),150,105,0,0,0,0,0
29 March 2004 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A posy of flowers.,100 coins,60 coins,40 coins,0.028 kg,44 coins (info),150,441,0,0,0,0,0
29 June 2004 (Update),No,No,Yes,Yes,No,Wear,Drop,These will keep my hands warm!,500 coins,300 coins,200 coins,0.453 kg,905 coins (info),150,216,0,0,0,0,0
29 June 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A silly pointed hat.,500 coins,300 coins,200 coins,0.453 kg,938 coins (info),150,5,0,0,0,0,0
25 December 2001,No,No,Yes,Yes,No,Wear,Drop,A nice hat from a cracker.,1 coin,0 coins,0 coins,0.056 kg,2974 coins (info),5,973,0,0,0,0,0
29 June 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Made by werewolves for werewolves.,500 coins,300 coins,200 coins,0.907 kg,860 coins (info),150,71,0,0,0,0,0
29 June 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Some fine werewolf clothing.,500 coins,300 coins,200 coins,0.907 kg,846 coins (info),150,13,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A powerful bow made from yew wood.,1800 coins,1080 coins,720 coins,1.8 kg,2759 coins (info),8,128,0,0,0,0,0
25 March 2002 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A nice sturdy bow made out of yew.,1280 coins,768 coins,512 coins,1.814 kg,540 coins (info),18000,4003515,0,0,0,0,0
1 February 2018 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A solid yew shield.,640 coins,384 coins,256 coins,3.175 kg,132 coins (info),125,1955,0,0,0,0,0
25 March 2002 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A shortbow made out of yew still effective.,800 coins,480 coins,320 coins,1.36 kg,390 coins (info),18000,84395,0,0,0,0,0
28 March 2006 (Update),No,No,No,Yes,No,Wear,Drop,A non-magical copy of the Makeover Mage's amulet.,1 coin,0 coins,0 coins,0.001 kg,None,None,None,0,0,0,0,0
13 December 2004 (Update),No,No,No,Yes,No,Wield,Drop,The Zamorak Team Standard.,1 coin,0 coins,0 coins,2.267 kg,None,None,None,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Zamorak blessed dragonhide vambraces.,4000 coins,2400 coins,1600 coins,1 kg,141385 coins (info),8,298,0,0,0,0,0
22 September 2003 (Update),Yes,No,No,Yes,No,Wear,Drop,A cape from the almighty god Zamorak.,10 coins,6 coins,4 coins,0.453 kg,None,None,None,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Zamorak blessed dragonhide chaps.,6000 coins,3600 coins,2400 coins,5 kg,688299 coins (info),8,573,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A Zamorak cloak.,2000 coins,1200 coins,800 coins,0.4 kg,12850 coins (info),8,188,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Zamorak blessed dragonhide coif.,2000 coins,1200 coins,800 coins,0.9 kg,67063 coins (info),8,274,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A Zamorak crozier.,5000 coins,3000 coins,2000 coins,2 kg,10044 coins (info),8,43,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Zamorak blessed dragonhide body armour.,13000 coins,7800 coins,5200 coins,6 kg,569020 coins (info),8,610,0,0,0,0,0
6 July 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Zamorak blessed dragonhide boots.,9300 coins,5580 coins,3720 coins,1.4 kg,795088 coins (info),8,522,0,0,0,0,0
11 April 2019 (Update),Yes,No,Yes,Yes,No,Wield,Drop,Zamorak blessed wooden shield covered in dragon leather.,28334 coins,17000 coins,11333 coins,8 kg,396228 coins (info),8,63,0,0,0,0,0
5 May 2004 (Update),No,No,Yes,Yes,No,Wear,Drop,Rune full helmet in the colours of Zamorak.,35200 coins,21120 coins,14080 coins,2.721 kg,578206 coins (info),8,222,0,0,0,0,0
17 October 2013 (Update),Yes,No,Yes,Yes,No,Wield Dismantle,Drop,A terrifying heavy sword.,1250000 coins,750000 coins,500000 coins,10 kg,5426261 coins (info),8,591,0,0,0,0,0
6 July 2016 (Update),Yes,No,No,Yes,No,Wield,Dismantle,An ornamented terrifying heavy sword.,1250000 coins,750000 coins,500000 coins,10 kg,None,None,None,0,0,0,0,0
3 July 2014 (Update),Yes,No,No,Yes,No,Wear,Drop,Halo with the protection of Zamorak.,150000 coins,90000 coins,60000 coins,0.3 kg,None,None,None,0,0,0,0,0
5 May 2004 (Update),No,No,Yes,Yes,No,Wear,Drop,Rune kiteshield in the colours of Zamorak.,54400 coins,32640 coins,21760 coins,5.443 kg,60677 coins (info),8,186,0,0,0,0,0
19 November 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,The cape worn by only the most experienced players.,99000 coins,None,None,0.453 kg,None,None,None,0,0,0,0,0
19 November 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,The hood worn by only the most experienced players.,1 coin,0 coins,0 coins,0.453 kg,None,None,None,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A Zamorak mitre.,5000 coins,3000 coins,2000 coins,0.3 kg,24000 coins (info),8,208,0,0,0,0,0
22 November 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A Zamorak Mjolnir.,625 coins,375 coins,250 coins,2.267 kg,2794 coins (info),8,38,0,0,0,0,0
28 May 2002 (Update),No,No,Yes,Yes,No,Wear,Drop,A robe worn by worshippers of Zamorak.,30 coins,18 coins,12 coins,0.907 kg,2784 coins (info),15,2242,0,0,0,0,0
28 May 2002 (Update),No,No,Yes,Yes,No,Wear,Drop,A robe worn by worshippers of Zamorak.,40 coins,24 coins,16 coins,0.907 kg,1059 coins (info),15,1776,0,0,0,0,0
5 May 2004 (Update),No,No,Yes,Yes,No,Wear,Drop,Rune platebody in the colours of Zamorak.,65000 coins,39000 coins,26000 coins,9.979 kg,48376 coins (info),8,158,0,0,0,0,0
5 May 2004 (Update),No,No,Yes,Yes,No,Wear,Drop,Rune platelegs in the colours of Zamorak.,64000 coins,38400 coins,25600 coins,9.071 kg,47636 coins (info),8,185,0,0,0,0,0
26 October 2004 (Update),No,No,Yes,Yes,No,Wear,Drop,Rune plateskirt in the colours of Zamorak.,64000 coins,38400 coins,25600 coins,9.071 kg,38150 coins (info),8,98,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Leggings from the Zamorak Vestments.,7000 coins,4200 coins,2800 coins,2.7 kg,98447 coins (info),8,61,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Zamorak Vestments.,7000 coins,4200 coins,2800 coins,1.8 kg,131995 coins (info),8,94,0,0,0,0,0
22 September 2003 (Update),Yes,No,No,Yes,No,Wield,Drop,A magical staff imbued with the power of Zamorak.,80000 coins,48000 coins,32000 coins,2.267 kg,None,None,None,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A Zamorak stole.,2500 coins,1500 coins,1000 coins,0.01 kg,4988 coins (info),8,55,0,0,0,0,0
9 January 2014 (Update),Yes,No,Yes,Yes,No,Wield,Drop,An evil one-handed spear.,300000 coins,180000 coins,120000 coins,3 kg,12755037 coins (info),8,671,0,0,0,0,0
17 October 2013 (Update),Yes,No,Yes,Yes,No,Wield,Drop,An evil spear.,100005 coins,60003 coins,40002 coins,3 kg,12451161 coins (info),8,776,0,0,0,0,0
20 October 2021 (Update),Yes,No,No,Yes,No,Wield Charge,Drop,A powerful bow imbued with the fury of an ancient god.,800000 coins,480000 coins,320000 coins,2 kg,None,None,None,0,0,0,0,0
5 January 2022 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A weapon born out of conflict.,990000 coins,594000 coins,396000 coins,6.001 kg,404070735 coins (info),-,257,0,0,0,0,0
5 January 2022 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A pair of ancient vambraces.,200000 coins,120000 coins,80000 coins,1 kg,198197958 coins (info),-,251,0,0,0,0,0
20 October 2021 (Update),Yes,No,No,Yes,No,Wear,Drop,A pair of ancient vambraces.,200000 coins,120000 coins,80000 coins,1 kg,None,None,None,0,0,0,0,0
27 January 2021 (Update),Yes,No,No,Yes,No,Wear,Drop,A well fashioned pair of boots with a strange aura emanating.,24400 coins,14640 coins,9760 coins,0.283 kg,None,None,None,0,0,0,0,0
27 January 2021 (Update),Yes,No,No,Yes,No,Wear,Drop,A well fashioned helmet with a strange aura emanating.,24400 coins,14640 coins,9760 coins,2.267 kg,None,None,None,0,0,0,0,0
27 January 2021 (Update),Yes,No,No,Yes,No,Wear,Drop,A well fashioned robe with a strange aura emanating.,24500 coins,14700 coins,9800 coins,0.907 kg,None,None,None,0,0,0,0,0
27 January 2021 (Update),Yes,No,No,Yes,No,Wear,Drop,A well fashioned robe with a strange aura emanating.,25000 coins,15000 coins,10000 coins,0.907 kg,None,None,None,0,0,0,0,0
6 May 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A fiery glow emanates from this amulet.,202000 coins,121200 coins,80800 coins,0.01 kg,13718078 coins (info),8,8,0,0,0,0,0
6 May 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A fiery glow emanates from this bracelet.,201000 coins,120600 coins,80400 coins,0.25 kg,14642236 coins (info),8,1,0,0,0,0,0
6 May 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A fiery glow emanates from this necklace.,202000 coins,121200 coins,80800 coins,0.01 kg,14416237 coins (info),8,0,0,0,0,0,0
6 May 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A fiery glow emanates from this ring.,201000 coins,120600 coins,80400 coins,0.006 kg,15105510 coins (info),8,3,0,0,0,0,0
15 March 2006 (Update),No,No,No,Yes,No,Wear,Drop,Thrilling.,1 coin,0 coins,0 coins,0.003 kg,None,None,None,0,0,0,0,0
15 March 2006 (Update),No,No,No,Yes,No,Wear,Drop,Smells pretty funky.,1 coin,0 coins,0 coins,0.003 kg,None,None,None,0,0,0,0,0
6 July 2016 (Update),Yes,No,Yes,Yes,No,Wield,Drop,Get a head in life.,5000 coins,3000 coins,2000 coins,1.814 kg,4044 coins (info),4,36,0,0,0,0,0
15 March 2006 (Update),No,No,No,Yes,No,Wear,Drop,I look 40000 years old in this...,1 coin,0 coins,0 coins,0.003 kg,None,None,None,0,0,0,0,0
9 July 2020 (Update),Yes,No,No,Yes,No,Wear Transform Lap-count,Release,A monkey retrieved from the wreckage of Glough's airship laboratory.,1 coin,0 coins,0 coins,0.01 kg,None,None,None,0,0,0,0,0
15 March 2006 (Update),No,No,No,Yes,No,Wear,Drop,Aside from the braaaains on the lapel it's still quite good.,1 coin,0 coins,0 coins,0.003 kg,None,None,None,0,0,0,0,0
15 March 2006 (Update),No,No,No,Yes,No,Wear,Drop,Good for a shamble about town.,1 coin,0 coins,0 coins,0.003 kg,None,None,None,0,0,0,0,0
6 September 2018 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A powerful hood.,250000 coins,150000 coins,100000 coins,0.907 kg,1200000 coins (info),10,-,0,0,0,0,0
6 September 2018 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A powerful robe bottom.,500000 coins,300000 coins,200000 coins,5.443 kg,8000000 coins (info),10,-,0,0,0,0,0
6 September 2018 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A powerful robe top.,500000 coins,300000 coins,200000 coins,4.535 kg,10000000 coins (info),10,-,0,0,0,0,0
6 September 2018 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A powerful staff.,300000 coins,180000 coins,120000 coins,2.267 kg,10000000 coins (info),10,0,0,0,0,0,0
11 July 2019 (Update),No,No,No,Yes,No,Wield,Drop,A powerful staff.,300 coins,None,None,2.267 kg,None,None,None,0,0,0,0,0
2 February 2017 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A valuable ring.,1425 coins,855 coins,570 coins,0.006 kg,1779 coins (info),10000,52,0,0,0,0,0
9 May 2005 (Update),Yes,No,Yes,Yes,No,Wield Check,Drop (If you drop this item it will break. Are you sure you want to drop it?),Torag the Corrupted's twin hammers.,160000 coins,96000 coins,64000 coins,3.628 kg,94065 coins (info),15,276,0,0,0,0,0
9 May 2005 (Update),Yes,No,Yes,Yes,No,Wear Check,Drop (If you drop this item it will break. Are you sure you want to drop it?),Torag the Corrupted's helm.,103000 coins,61800 coins,41200 coins,2.721 kg,88494 coins (info),15,355,0,0,0,0,0
11 July 2019 (Update),No,No,No,Yes,No,Wear,Drop,Torag the Corrupted's helm.,500 coins,300 coins,200 coins,2.721 kg,None,None,None,0,0,0,0,0
9 May 2005 (Update),Yes,No,Yes,Yes,No,Wear Check,Drop (If you drop this item it will break. Are you sure you want to drop it?),Torag the Corrupted's platebody armour.,280000 coins,168000 coins,112000 coins,9.979 kg,205333 coins (info),15,493,0,0,0,0,0
9 May 2005 (Update),Yes,No,Yes,Yes,No,Wear Check,Drop (If you drop this item it will break. Are you sure you want to drop it?),Torag the Corrupted's plate leg armour.,275000 coins,165000 coins,110000 coins,9.071 kg,211851 coins (info),15,921,0,0,0,0,0
11 July 2019 (Update),No,No,No,Yes,No,Wear Check,Drop,Torag the Corrupted's plate leg armour.,500 coins,None,None,9.071 kg,None,None,None,0,0,0,0,0
6 May 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A deep sense of torment burns within this powerful bracelet.,201000 coins,120600 coins,80400 coins,0.25 kg,17052626 coins (info),8,876,0,0,0,0,0
11 April 2019 (Update),Yes,No,No,Yes,No,Wear,Dismantle,A deep sense of torment burns within this powerful bracelet.,201000 coins,120600 coins,80400 coins,0.25 kg,None,None,None,0,0,0,0,0
5 January 2022 (Update),Yes,No,Yes,No,No,Wear,Drop,An ancient warrior's full helm.,200000 coins,120000 coins,80000 coins,2 kg,200934128 coins (info),-,19,0,0,0,0,0
5 January 2022 (Update),Yes,No,Yes,No,No,Wear,Drop,An ancient warrior's platebody.,600000 coins,360000 coins,240000 coins,9.5 kg,440451281 coins (info),-,29,0,0,0,0,0
5 January 2022 (Update),Yes,No,Yes,No,No,Wear,Drop,An ancient warrior's platelegs.,400000 coins,240000 coins,160000 coins,9 kg,432764469 coins (info),-,25,0,0,0,0,0
8 January 2015 (Update),Yes,No,Yes,Yes,No,Dismantle,Drop,Fires darts while coating them with venom.,120000 coins,72000 coins,48000 coins,0.3 kg,4996739 coins (info),8,2603,0,0,0,0,0
27 January 2021 (Update),Yes,No,No,Yes,No,Wield,Drop,Fires darts while coating them with venom.,1000 coins,600 coins,400 coins,0.5 kg,None,None,None,0,0,0,0,0
8 January 2015 (Update),Yes,No,Yes,Yes,No,Wield,Drop,It needs to be charged with Zulrah's scales.,1000006 coins,600003 coins,400002 coins,1.5 kg,9010698 coins (info),8,732,0,0,0,0,0
6 January 2021 (Update),Yes,No,No,Yes,No,Wear,You can reclaim this by speaking to the Leagues Tutor or from your League trophy case.,An Adamant trophy for competing in Leagues II - Trailblazer (28th Oct 2020 to 6th Jan 2021).,1 coin,0 coins,0 coins,1.5 kg,None,None,None,0,0,0,0,0
28 October 2020 (Update),Yes,No,No,Yes,No,Wield,You can get this item back by talking to the Leagues Tutor in Lumbridge.,A very powerful axe in the colours of the Trailblazer League.,10 coins,6 coins,4 coins,0.907 kg,None,None,None,0,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A banner showcasing the colours of Leagues II - Trailblazer.,1000 coins,600 coins,400 coins,2.267 kg,66936 coins (info),5,4,0,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The boots of a trailblazer relic hunter.,15000 coins,9000 coins,6000 coins,0.34 kg,15750 coins (info),5,1,0,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The boots of a trailblazer relic hunter.,15000 coins,9000 coins,6000 coins,0.34 kg,134872 coins (info),5,3,0,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The boots of a trailblazer relic hunter.,150000 coins,90000 coins,60000 coins,0.34 kg,622199 coins (info),5,7,0,0,0,0,0
6 January 2021 (Update),Yes,No,No,Yes,No,Wear,You can reclaim this by speaking to the Leagues Tutor or from your League trophy case.,A Bronze trophy for competing in Leagues II - Trailblazer (28th Oct 2020 to 6th Jan 2021).,1 coin,0 coins,0 coins,1 kg,None,None,None,0,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A cane of the trailblazer relic hunter.,150000 coins,90000 coins,60000 coins,1.814 kg,366166 coins (info),5,11,0,0,0,0,0
6 January 2021 (Update),Yes,No,No,Yes,No,Wear,You can reclaim this by speaking to the Leagues Tutor or from your League trophy case.,A Dragon trophy for competing in Leagues II - Trailblazer (28th Oct 2020 to 6th Jan 2021).,1 coin,0 coins,0 coins,1.5 kg,None,None,None,0,0,0,0,0
28 October 2020 (Update),Yes,No,No,Yes,No,Wield,You can get this item back by talking to the Leagues Tutor in Lumbridge.,A very powerful harpoon in the colours of the Trailblazer League.,1 coin,0 coins,0 coins,0.907 kg,None,None,None,0,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The headgear of a trailblazer relic hunter.,15000 coins,9000 coins,6000 coins,0.453 kg,17434 coins (info),5,0,0,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The headgear of a trailblazer relic hunter.,15000 coins,9000 coins,6000 coins,0.453 kg,133855 coins (info),5,2,0,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The headgear of a trailblazer relic hunter.,150000 coins,90000 coins,60000 coins,0.453 kg,681072 coins (info),5,3,0,0,0,0,0
